PROCESS	PATTERN	QUERY	FILTERED_SENTENCE
freezing	<process name> is the *	freezing is the *	Egg freezing is the latest perk offered to Apple and Facebook employees, but is it a good idea?
freezing	<process name> is the *	freezing is the *	Feb 19, 2015 ... A large factor for women considering egg freezing is the cost-benefit ratio: how much will it cost and is it covered by insurance, and how do I...
freezing	<process name> is the *	freezing is the *	Freezing is the temporary, involuntary inability to move.
freezing	<process name> is the *	freezing is the *	Mar 26, 2010 ... ... to the surface and will take more time.since freezing is the result from evaporation of high energy molecules therfore cool water will take more...
freezing	<process name> is the *	freezing is the *	Freezing is the safest home preserving method for Island seafoods.
freezing	<process name> is the *	freezing is the *	Jul 2, 2015 ... Hi Shani, even more important to the freezing is the thawing.
freezing	<process name> is the *	freezing is the *	Mar 19, 2015 ... Maybe egg freezing is the answer (or would be, if it wasn't a lottery) as it buys women sometime to think it throughly.
freezing	<process name> is the *	freezing is the *	"Dec 8, 2012 ... Close - but I'd say ""This video shows that freezing is the effect on water of reducing it to 0C (32F)."""
freezing	<process name> is the *	freezing is the *	Mar 12, 2015 ... At Shady Grove Fertility, one of the ways we can tell if a woman is a candidate for freezing is the Ovarian Assessment Report (OAR Panel)...
freezing	<process name> is the *	freezing is the *	Freezing is the anime series based on the manga written and illustrated by Dall-Young Lim and Kim Kwang Hyun.
freezing	<process name> is the *	freezing is the *	Mar 1, 2015 ... (A clog can also cause a pipe to burst but freezing is the usual culprit.)
freezing	<process name> is the *	freezing is the *	Can they also do ovary tissue freezing is the biggest question.
freezing	<process name> is the *	freezing is the *	Freezing is the favorite modern mean for best preservation of nutrient and organoleptical properties of a large number of alimentary products, ensuring long term...
freezing	<process name> is the *	freezing is the *	Medication for egg freezing is the biggest variable when it comes to estimating the amount you will have to pay to undergo this procedure.
freezing	<process name> is the *	freezing is the *	Egg freezing is the newest reproductive technology: a recently perfected form of flash-freezing that allows human eggs to be successfully stored...
freezing	<process name> is the *	freezing is the *	One of the factors that determine the type of damage during freezing is the cooling rate [3].
freezing	<process name> is the *	freezing is the *	Freezing is the means of preparing fish for storage at low temperature but is not of itself a method of preservation.
freezing	<process name> is the *	freezing is the *	Freezing is the process that causes a substance to change from a liquid to a solid.
freezing	<process name> is the *	freezing is the *	When the rate of freezing is the same as the rate of melting, the amount of ice and the amount of water won't change on average (although there are short-term...
freezing	<process name> is the *	freezing is the *	Freezing is the best way of preserving a season's bounty to enjoy later.
freezing	<process name> is the *	freezing is the *	One measure of an individual frog's ability to withstand freezing is the minimum body temperature the individual can survive without suffering permanent...
freezing	<process name> causes *	freezing causes *	But slower freezing causes cell popping ice crystals to form.
freezing	<process name> causes *	freezing causes *	Supposedly flash freezing causes smaller ice crystals, which minimize this from happening.
freezing	<process name> causes *	freezing causes *	Aug 19, 1975 ... tissue for electron microscopy, seem to be two: (1) too-slow freezing causes serious ice-crystal damage in tissue deeper than a few microns...
